annee,boite,carrosserie,cote,energie,gouvernorat,image,kilometrage,lien,page,prix,puissance,titre,transmission,vendeur
2020,Manuelle,,Prix élevé,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/128986_max.jpeg?t=1785856675,50000,https://www.automobile.tn/fr/occasion/skoda/fabia/128986,114,47000,4 cv,Skoda Fabia,Traction,
2023,Automatique,,Très bon prix,Hybride,Sfax,https://catalogue.automobile.tn/max/2026/07/128762_max.jpeg?t=1785864457,41000,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/128762,114,157000,9 cv,Mercedes-Benz Classe C,Intégrale,
2025,Automatique,,Prix équitable,Hybride,Ariana,https://catalogue.automobile.tn/max/2026/08/127868_max.jpeg?t=1785866205,14000,https://www.automobile.tn/fr/occasion/mercedes-benz/glc-coupe/127868,114,288000,11 cv,Mercedes-Benz GLC Coupé,Intégrale,
2015,Manuelle,,Prix équitable,Essence,Ariana,https://catalogue.automobile.tn/max/2026/08/128995_max.jpeg?t=1785997218,220000,https://www.automobile.tn/fr/occasion/audi/a4/128995,114,50000,8 cv,Audi A4,Traction,
2020,Manuelle,,Prix très élevé,Essence,Ariana,https://catalogue.automobile.tn/max/2026/08/128996_max.jpeg?t=1785997209,172000,https://www.automobile.tn/fr/occasion/mg/zs/128996,114,55500,7 cv,MG ZS,Traction,
2022,Automatique,,Prix équitable,Essence,Ben Arous,https://catalogue.automobile.tn/max/2026/08/128904_max.jpeg?t=1785857243,94000,https://www.automobile.tn/fr/occasion/nissan/juke/128904,114,71000,6 cv,Nissan Juke,Traction,
2020,Manuelle,,Prix équitable,Essence,Ariana,https://catalogue.automobile.tn/max/2026/08/128997_max.jpeg?t=1785997206,131000,https://www.automobile.tn/fr/occasion/kia/rio-5p/128997,114,47500,5 cv,KIA Rio 5p,Traction,
2023,Automatique,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2026/07/128546_max.jpeg?t=1785911178,48000,https://www.automobile.tn/fr/occasion/fiat/500x-cross/128546,113,72000,7 cv,Fiat 500X Cross,Traction,
2024,Automatique,,Aucune évaluation,Essence,Sousse,https://catalogue.automobile.tn/max/2026/08/129010_max.jpeg?t=1785925828,34000,https://www.automobile.tn/fr/occasion/honda/civic/129010,113,117000,9 cv,Honda Civic,Traction,
2016,Manuelle,,Prix équitable,Essence,Sfax,https://catalogue.automobile.tn/max/2026/07/128033_max.jpeg?t=1785926338,180000,https://www.automobile.tn/fr/occasion/kia/rio/128033,113,34000,5 cv,KIA Rio Berline,Traction,
2024,Automatique,,Bon prix,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/129013_max.jpeg?t=1785929218,15000,https://www.automobile.tn/fr/occasion/mg/one/129013,113,85000,10 cv,MG One,Traction,
2019,Automatique,,Prix équitable,Diesel,Sfax,https://catalogue.automobile.tn/max/2026/08/129017_max.jpeg?t=1785932746,88000,https://www.automobile.tn/fr/occasion/kia/sportage/129017,113,90000,7 cv,KIA Sportage,Traction,
2014,Automatique,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/128877_max.jpeg?t=1785934628,250000,https://www.automobile.tn/fr/occasion/bmw/serie-3/128877,113,51000,7 cv,BMW Série 3,Propulsion,
2022,Manuelle,,Bon prix,Essence,Sfax,https://catalogue.automobile.tn/max/2026/04/125994_max.jpeg?t=1785513074,102000,https://www.automobile.tn/fr/occasion/ford/ecosport/125994,113,50000,7 cv,Ford Ecosport,Traction,
2018,Manuelle,,Prix élevé,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/129022_max.jpeg?t=1785997083,149000,https://www.automobile.tn/fr/occasion/peugeot/2008/129022,113,43000,6 cv,Peugeot 2008,Traction,
2008,Manuelle,,Prix très élevé,Essence,Ariana,https://catalogue.automobile.tn/max/2026/08/128838_max.jpeg?t=1785949079,455000,https://www.automobile.tn/fr/occasion/peugeot/207/128838,113,19000,6 cv,Peugeot 207,Traction,
2021,Manuelle,,Bon prix,Essence,Monastir,https://catalogue.automobile.tn/max/2026/08/129042_max.jpeg?t=1785961542,35000,https://www.automobile.tn/fr/occasion/skoda/karoq/129042,113,78000,6 cv,Skoda Karoq,Traction,
2023,Automatique,,Aucune évaluation,Essence,Ben Arous,https://catalogue.automobile.tn/max/2026/07/128664_max.jpeg?t=1786020576,33500,https://www.automobile.tn/fr/occasion/great-wall/h6/128664,112,99600,8 cv,GWM Haval H6,Traction,
2012,Automatique,,Prix équitable,Essence,Nabeul,https://catalogue.automobile.tn/max/2026/08/129055_max.jpeg?t=1786022731,240000,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/129055,112,63000,9 cv,Mercedes-Benz Classe C,Propulsion,
2009,Manuelle,,Très bon prix,Diesel,Monastir,https://catalogue.automobile.tn/max/2026/08/129056_max.jpeg?t=1786032563,39000,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/129056,112,49500,8 cv,Mercedes-Benz Classe C,Traction,
2020,Automatique,,Très bon prix,Hybride,Ariana,https://catalogue.automobile.tn/max/2026/06/127287_max.jpeg?t=1786035129,176000,https://www.automobile.tn/fr/occasion/mercedes-benz/gla/127287,112,105000,7 cv,Mercedes-Benz GLA,Traction,
2022,Automatique,,Bon prix,Hybride,Ariana,https://catalogue.automobile.tn/max/2026/08/129040_max.jpeg?t=1786035532,38000,https://www.automobile.tn/fr/occasion/hyundai/tucson/129040,112,115000,10 cv,Hyundai Tucson,Intégrale,
2004,Manuelle,,Prix élevé,Diesel,Béja,https://catalogue.automobile.tn/max/2026/07/128254_max.jpeg?t=1786036149,400000,https://www.automobile.tn/fr/occasion/peugeot/407/128254,112,16000,5 cv,Peugeot 407,Intégrale,
2024,Automatique,,Aucune évaluation,Essence,Sfax,https://catalogue.automobile.tn/max/2026/07/128769_max.jpeg?t=1785403161,12000,https://www.automobile.tn/fr/occasion/mg/gt/128769,112,98400,9 cv,MG GT,Traction,
2012,Automatique,,Prix élevé,Essence,Sousse,https://catalogue.automobile.tn/max/2026/07/127950_max.jpeg?t=1786037219,300000,https://www.automobile.tn/fr/occasion/peugeot/508/127950,112,29000,7 cv,Peugeot 508,Propulsion,
2020,Automatique,,Prix élevé,Essence,Gafsa,https://catalogue.automobile.tn/max/2026/07/128078_max.jpeg?t=1783358715,25000,https://www.automobile.tn/fr/occasion/volkswagen/golf-7/128078,112,80000,8 cv,Volkswagen Golf 7,Traction,
2017,Manuelle,,Prix équitable,Essence,Gabès,https://catalogue.automobile.tn/max/2026/08/128946_max.jpeg?t=1785856933,59000,https://www.automobile.tn/fr/occasion/hyundai/creta/128946,112,70000,6 cv,Hyundai Creta,Traction,
2016,Manuelle,,Prix équitable,Essence,Ariana,https://catalogue.automobile.tn/max/2026/08/129077_max.jpeg?t=1786095154,149000,https://www.automobile.tn/fr/occasion/peugeot/208/129077,111,31500,4 cv,Peugeot 208,Traction,
2016,Manuelle,,Prix élevé,Essence,Sousse,https://catalogue.automobile.tn/max/2026/08/129078_max.jpeg?t=1786100473,200000,https://www.automobile.tn/fr/occasion/hyundai/grand-i10/129078,111,31800,5 cv,Hyundai Grand i10,Traction,
2019,Manuelle,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2026/07/127974_max.jpeg?t=1783420674,136000,https://www.automobile.tn/fr/occasion/peugeot/208/127974,111,26000,4 cv,Peugeot 208,Traction,
2016,Manuelle,,Prix élevé,Diesel,Ariana,https://catalogue.automobile.tn/max/2026/08/129085_max.jpeg?t=1786125797,293000,https://www.automobile.tn/fr/occasion/dacia/dokker-van/129085,111,23000,6 cv,Dacia Dokker Van,Traction,
2022,Automatique,,Aucune évaluation,Essence,Ariana,https://catalogue.automobile.tn/max/2026/08/129086_max.jpeg?t=1786125663,12000,https://www.automobile.tn/fr/occasion/kia/sportage/129086,111,80000,11 cv,KIA Sportage,Traction,
2017,Automatique,,Très bon prix,Essence,Ariana,https://catalogue.automobile.tn/max/2026/05/126964_max.jpeg?t=1786111446,130000,https://www.automobile.tn/fr/occasion/hyundai/veloster/126964,111,33900,8 cv,Hyundai Veloster,Traction,
2020,Automatique,,Prix équitable,Essence,Ariana,https://catalogue.automobile.tn/max/2026/08/129088_max.jpeg?t=1786125743,62000,https://www.automobile.tn/fr/occasion/great-wall/h2/129088,111,65000,9 cv,GWM Haval H2,Traction,
2023,Automatique,,Aucune évaluation,Essence,Sousse,https://catalogue.automobile.tn/max/2026/08/129089_max.jpeg?t=1786125456,95000,https://www.automobile.tn/fr/occasion/ford/focus/129089,111,67400,7 cv,Ford Focus,Traction,
2024,Automatique,,Aucune évaluation,Electrique,Ben Arous,https://catalogue.automobile.tn/max/2026/05/126706_max.jpeg?t=1785393852,19200,https://www.automobile.tn/fr/occasion/tesla/model-y/126706,111,121000,9 cv,Tesla Model Y,Propulsion,
2021,Manuelle,,Prix équitable,Diesel,Tunis,https://catalogue.automobile.tn/max/2026/07/128491_max.jpeg?t=1786121986,52000,https://www.automobile.tn/fr/occasion/fiat/fiorino/128491,111,36000,5 cv,Fiat Fiorino,Traction,
2021,Automatique,,Bon prix,Diesel,Ariana,https://catalogue.automobile.tn/max/2026/08/129101_max.jpeg?t=1786148792,170000,https://www.automobile.tn/fr/occasion/mercedes-benz/cla/129101,110,106000,7 cv,Mercedes-Benz CLA,Propulsion,
2004,Manuelle,,Aucune évaluation,Essence,Nabeul,https://catalogue.automobile.tn/max/2026/08/129105_max.jpeg?t=1786261862,160000,https://www.automobile.tn/fr/occasion/citroen/berlingo-multispace/129105,110,24000,6 cv,Citroën Berlingo,Traction,
2021,Automatique,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/129106_max.jpeg?t=1786181127,75000,https://www.automobile.tn/fr/occasion/geely/gx3/129106,110,50000,6 cv,Geely GX3,Traction,
2022,Automatique,,Prix équitable,Essence,Sfax,https://catalogue.automobile.tn/max/2026/07/128122_max.jpeg?t=1786180472,89000,https://www.automobile.tn/fr/occasion/great-wall/h6/128122,110,87000,8 cv,GWM Haval H6,Traction,
2022,Automatique,,Aucune évaluation,Electrique,Tunis,https://catalogue.automobile.tn/max/2024/08/105684_max.jpeg?t=1767867311,50000,https://www.automobile.tn/fr/occasion/audi/q4-e-tron/105684,110,130000,11 cv,Audi Q4 E-tron,Propulsion,
2019,Automatique,,Très bon prix,Essence,Ben Arous,https://catalogue.automobile.tn/max/2026/07/127918_max.jpeg?t=1782945264,88000,https://www.automobile.tn/fr/occasion/alfa-romeo/giulietta/127918,110,46500,9 cv,Alfa Romeo Giulietta,Traction,
2022,Manuelle,,Prix équitable,Essence,Ariana,https://catalogue.automobile.tn/max/2026/08/129112_max.jpeg?t=1786217197,111000,https://www.automobile.tn/fr/occasion/hyundai/grand-i10-sedan/129112,110,40000,5 cv,Hyundai Grand i10 Sedan,Traction,
2015,Manuelle,,Bon prix,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/129121_max.jpeg?t=1787081120,179000,https://www.automobile.tn/fr/occasion/opel/corsa/129121,110,28000,5 cv,Opel Corsa,Traction,
2014,Manuelle,,Prix élevé,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/129127_max.jpeg?t=1786261734,136000,https://www.automobile.tn/fr/occasion/peugeot/208/129127,110,29500,5 cv,Peugeot 208,Traction,
2022,Automatique,,Bon prix,Essence,Ariana,https://catalogue.automobile.tn/max/2026/06/127071_max.jpeg?t=1785249689,85000,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-a-berline/127071,110,95000,7 cv,Mercedes-Benz Classe A Berline,Traction,
2026,Automatique,,Aucune évaluation,Hybride,Ariana,https://catalogue.automobile.tn/max/2026/08/129132_max.jpeg?t=1786206325,300,https://www.automobile.tn/fr/occasion/byd/tang/129132,109,155000,8 cv,BYD Tang,Traction,
2020,Automatique,,Bon prix,Diesel,Tunis,https://catalogue.automobile.tn/max/2026/08/129136_max.jpeg?t=1786220723,36000,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-e/129136,109,175000,9 cv,Mercedes-Benz Classe E,Propulsion,
2022,Automatique,,Bon prix,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/129137_max.jpeg?t=1786353521,73000,https://www.automobile.tn/fr/occasion/seat/ateca/129137,109,87000,8 cv,Seat Ateca,Traction,
2017,Manuelle,,Bon prix,Essence,Nabeul,https://catalogue.automobile.tn/max/2026/08/129138_max.jpeg?t=1786261702,112000,https://www.automobile.tn/fr/occasion/ds/3/129138,109,31000,5 cv,DS 3,Traction,
2015,Manuelle,,Aucune évaluation,Essence,Sousse,https://catalogue.automobile.tn/max/2026/08/129037_max.jpeg?t=1785996959,580000,https://www.automobile.tn/fr/occasion/mazda/3/129037,109,34000,6 cv,Mazda 3,Traction,
2020,Automatique,,Prix équitable,Essence,Ben Arous,https://catalogue.automobile.tn/max/2026/07/128302_max.jpeg?t=1785085340,215000,https://www.automobile.tn/fr/occasion/peugeot/3008/128302,109,59000,7 cv,Peugeot 3008,Traction,
2006,Manuelle,,Prix très élevé,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/129152_max.jpeg?t=1786289135,300000,https://www.automobile.tn/fr/occasion/ford/fiesta/129152,109,20000,5 cv,Ford Fiesta,Intégrale,
2019,Manuelle,,Prix équitable,Essence,Ariana,https://catalogue.automobile.tn/max/2026/08/129153_max.jpeg?t=1786354662,38700,https://www.automobile.tn/fr/occasion/peugeot/208/129153,109,32500,4 cv,Peugeot 208,Traction,
2014,Automatique,,Bon prix,Essence,Sfax,https://catalogue.automobile.tn/max/2026/08/129154_max.jpeg?t=1786354657,220000,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/129154,109,75000,8 cv,Mercedes-Benz Classe C,Propulsion,
2003,Manuelle,,Aucune évaluation,Essence,Monastir,https://catalogue.automobile.tn/max/2026/08/129155_max.jpeg?t=1786354651,440000,https://www.automobile.tn/fr/occasion/renault/clio-classic/129155,109,19000,5 cv,Renault Clio Classic,Traction,
2021,Automatique,,Aucune évaluation,Hybride,Sousse,https://catalogue.automobile.tn/max/2026/07/128533_max.jpeg?t=1784733965,90000,https://www.automobile.tn/fr/occasion/peugeot/3008/128533,108,89000,10 cv,Peugeot 3008,Traction,
2017,Manuelle,,Prix équitable,Essence,Ariana,https://catalogue.automobile.tn/max/2026/08/129160_max.jpeg?t=1786354623,176000,https://www.automobile.tn/fr/occasion/mazda/3/129160,108,45000,7 cv,Mazda 3,Traction,
2021,Manuelle,,Prix équitable,Essence,Ariana,https://catalogue.automobile.tn/max/2026/08/129162_max.jpeg?t=1786354603,95000,https://www.automobile.tn/fr/occasion/hyundai/grand-i10/129162,108,41000,5 cv,Hyundai Grand i10,Traction,
2020,Automatique,,Prix équitable,Diesel,Monastir,https://catalogue.automobile.tn/max/2026/05/126484_max.jpeg?t=1782811111,134925,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/126484,108,119000,8 cv,Mercedes-Benz Classe C,Propulsion,
2004,Manuelle,,Aucune évaluation,Diesel,Nabeul,https://catalogue.automobile.tn/max/2026/08/129170_max.jpeg?t=1786357573,400000,https://www.automobile.tn/fr/occasion/mercedes-benz/viano/129170,108,39900,8 cv,Mercedes-Benz Viano,Propulsion,
2018,Automatique,,Prix élevé,Diesel,Sousse,https://catalogue.automobile.tn/max/2026/08/129171_max.jpeg?t=1786357537,117000,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-e/129171,108,145000,8 cv,Mercedes-Benz Classe E,Propulsion,
2023,Automatique,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2026/07/128164_max.jpeg?t=1783596380,60000,https://www.automobile.tn/fr/occasion/mg/gt/128164,108,78000,7 cv,MG GT,Traction,
2012,Automatique,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2026/06/117637_max.jpeg?t=1780669141,133000,https://www.automobile.tn/fr/occasion/kia/optima/117637,108,48000,10 cv,KIA Optima,Traction,
2012,Manuelle,,Aucune évaluation,Diesel,Jendouba,https://catalogue.automobile.tn/max/2026/08/129172_max.jpeg?t=1786395771,460000,https://www.automobile.tn/fr/occasion/isuzu/pick-up/129172,108,90000,17 cv,Isuzu PICK UP,Traction,
2010,Manuelle,,Prix élevé,Essence,Ariana,https://catalogue.automobile.tn/max/2026/08/129173_max.jpeg?t=1786387316,217730,https://www.automobile.tn/fr/occasion/ford/fiesta/129173,108,26000,5 cv,Ford Fiesta,Traction,
2000,Manuelle,,Aucune évaluation,Diesel,Nabeul,https://catalogue.automobile.tn/max/2026/08/129175_max.jpeg?t=1786386677,348500,https://www.automobile.tn/fr/occasion/opel/frontera/129175,107,29000,9 cv,Opel Frontera,Intégrale,
2015,Manuelle,,Prix équitable,Essence,Sfax,https://catalogue.automobile.tn/max/2026/08/129090_max.jpeg?t=1786361249,189000,https://www.automobile.tn/fr/occasion/ford/mondeo/129090,107,40000,7 cv,Ford Mondeo,Traction,
2017,Manuelle,,Prix équitable,Essence,Gabès,https://catalogue.automobile.tn/max/2026/08/129179_max.jpeg?t=1786386662,25000,https://www.automobile.tn/fr/occasion/peugeot/2008/129179,107,45000,5 cv,Peugeot 2008,Propulsion,
2012,Manuelle,,Prix équitable,Essence,Sfax,https://catalogue.automobile.tn/max/2026/08/129180_max.jpeg?t=1786386644,172000,https://www.automobile.tn/fr/occasion/bmw/serie-1-5p/129180,107,44000,7 cv,BMW Série 1,Propulsion,
2018,Automatique,,Aucune évaluation,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/129133_max.jpeg?t=1786368042,312233,https://www.automobile.tn/fr/occasion/peugeot/2008/129133,107,80000,6 cv,Peugeot 2008,Traction,
2021,Manuelle,,Bon prix,Essence,Ariana,https://catalogue.automobile.tn/max/2026/08/129050_max.jpeg?t=1786011924,79100,https://www.automobile.tn/fr/occasion/seat/ibiza/129050,107,54000,4 cv,Seat Ibiza,Traction,
2022,Automatique,,Aucune évaluation,Hybride,Kébili,https://catalogue.automobile.tn/max/2026/08/129046_max.jpeg?t=1786369539,51000,https://www.automobile.tn/fr/occasion/mercedes-benz/glc-coupe/129046,107,185000,11 cv,Mercedes-Benz GLC Coupé,Intégrale,
2021,Manuelle,,Prix équitable,Essence,Ariana,https://catalogue.automobile.tn/max/2026/08/129143_max.jpeg?t=1786393389,42000,https://www.automobile.tn/fr/occasion/toyota/agya/129143,107,35900,4 cv,Toyota Agya,Traction,
2024,Automatique,,Prix très élevé,Hybride,Tunis,https://catalogue.automobile.tn/max/2026/07/128208_max.jpeg?t=1786370989,16700,https://www.automobile.tn/fr/occasion/volvo/xc40/128208,107,178000,9 cv,Volvo XC40,Traction,
2018,Manuelle,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2026/07/128764_max.jpeg?t=1786372465,53000,https://www.automobile.tn/fr/occasion/great-wall/m4/128764,107,42000,6 cv,GWM M4,Traction,
2023,Automatique,,Prix élevé,Hybride,Sousse,https://catalogue.automobile.tn/max/2026/08/128843_max.jpeg?t=1787081120,42000,https://www.automobile.tn/fr/occasion/toyota/rav-4/128843,106,155000,10 cv,Toyota RAV 4,Intégrale,
2018,Automatique,,Prix très élevé,Essence,Sfax,https://catalogue.automobile.tn/max/2026/08/129024_max.jpeg?t=1786389794,305000,https://www.automobile.tn/fr/occasion/ssangyong/xlv/129024,106,49000,8 cv,Ssangyong XLV,Traction,
2024,Automatique,,Prix élevé,Hybride,Ben Arous,https://catalogue.automobile.tn/max/2026/08/129184_max.jpeg?t=1786395790,75000,https://www.automobile.tn/fr/occasion/great-wall/h6/129184,106,98000,8 cv,GWM Haval H6,Traction,
2010,Manuelle,,Prix très élevé,Essence,Sfax,https://catalogue.automobile.tn/max/2026/08/129185_max.jpeg?t=1786397139,250000,https://www.automobile.tn/fr/occasion/volkswagen/golf-6/129185,106,45000,5 cv,Volkswagen Golf 6,Traction,
2016,Automatique,,Prix équitable,Essence,Sfax,https://catalogue.automobile.tn/max/2026/08/129186_max.jpeg?t=1786439229,96000,https://www.automobile.tn/fr/occasion/fiat/500/129186,106,41000,4 cv,Fiat 500,Traction,
2023,Automatique,,Prix élevé,Essence,Sousse,https://catalogue.automobile.tn/max/2026/08/129076_max.jpeg?t=1786435584,20000,https://www.automobile.tn/fr/occasion/mg/5/129076,106,59500,7 cv,MG 5,Traction,
2022,Automatique,,Bon prix,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/129060_max.jpeg?t=1786095301,90000,https://www.automobile.tn/fr/occasion/seat/ateca/129060,106,88000,8 cv,Seat Ateca,Traction,
2011,Manuelle,,Bon prix,Diesel,Bizerte,https://catalogue.automobile.tn/max/2026/08/129189_max.jpeg?t=1786439146,269000,https://www.automobile.tn/fr/occasion/audi/a4/129189,106,48000,8 cv,Audi A4,Traction,
